input,output
"Sort the following words alphabetically: List: ""\u0646\u0627\u0631 \u06c1\u06cc\u065a\u0646\u06c1\u0655 \u0648\u0648\u0644""","The first letter: ""\u0646\u0627\u0631 \u06c1\u06cc\u065a\u0646\u06c1\u0655 \u0648\u0648\u0644"": ""\u0646"" (14). Hence, the answer is ""\u0646\u0627\u0631 \u06c1\u06cc\u065a\u0646\u06c1\u0655 \u0648\u0648\u0644""."
"""Sort the following words alphabetically: List: Naijiria Egwuruegwu Iko mba ụwa""","""The first letter: ""Naijiria"": ""N"" (14). ""Egwuruegwu"": ""E"" (5). ""Iko mba ụwa"": ""I"" (9). We now have: (5) ""Egwuruegwu"" < (9) ""Iko mba ụwa"" < (14) ""Naijiria"". Hence, the answer is Egwuruegwu Iko mba ụwa Naijiria."""
"""Sort the following words alphabetically: List: zenit zenith zenobe zephyr""","""The first letter: ""zenit"": ""z"" (26). ""zenith"": ""z"" (26). ""zenobe"": ""z"" (26). ""zephyr"": ""z"" (26). We now have: (26) [""zenit"" ? ""zenith"" ? ""zenobe"" ? ""zephyr""]. Now let's sort this subpart [""zenit"" ? ""zenith"" ? ""zenobe"" ? ""zephyr""] by looking at their second letters.The second letter: ""zenit"": ""e"" (5). ""zenith"": ""e"" (5). ""zenobe"": ""n"" (14). ""zephyr"": ""e"" (5). We now have: (5) [""zenit"" ? ""zenith"" ? ""zephyr""] < (14) ""zenobe"". Now let's sort this subpart [""zenit"" ? ""zenith"" ? ""zephyr""] by looking at their third letters.The third letter: ""zenit"": ""n"" (14). ""zenith"": ""i"" (9). ""zephyr"": ""p"" (16). We now have: (9) ""zenith"" < (14) [""zenit"" ? ""zephyr""]. Now let's sort this subpart [""zenit"" ? ""zephyr""] by looking at their fourth letters.The fourth letter: ""zenit"": ""i"" (9). ""zephyr"": ""h"" (8). We now have: (8) ""zephyr"" < (9) ""zenit"". Hence, we have ""zephyr"" < ""zenith"" < ""zenit"" < ""zenobe"". The answer is zephyr zenith zenit zenobe."""
"""Sort the following words alphabetically: List: Naijiria Ntuliaka obodo Naijirianke 2019 Ndorondoro ochichi Naijirianke Nchekwa ndi uwe ojii Otu egwu boolu Naijiriana South Africa Arsenal""","""The first letter: ""Naijiria"": ""N"" (14). ""Ntuliaka obodo Naijirianke 2019"": ""N"" (14). ""Ndorondoro ochichi Naijirianke"": ""N"" (14). ""Nchekwa ndi uwe ojii"": ""N"" (14). ""Otu egwu boolu Naijiriana"": ""O"" (15). ""South Africa"": ""S"" (19). ""Arsenal"": ""A"" (1). We now have: (1) ""Arsenal"" < (14) [""Naijiria"" ? ""Ntuliaka obodo Naijirianke 2019"" ? ""Ndorondoro ochichi Naijirianke"" ? ""Nchekwa ndi uwe ojii""] < (15) ""Otu egwu boolu Naijiriana"" < (19) ""South Africa"". Now let's sort this subpart [""Naijiria"" ? ""Ntuliaka obodo Naijirianke 2019"" ? ""Ndorondoro ochichi Naijirianke"" ? ""Nchekwa ndi uwe ojii""] by looking at their second letters. The second letter: ""Naijiria"": ""a"" (1). ""Ntuliaka obodo Naijirianke 2019"": ""t"" (20). ""Ndorondoro ochichi Naijirianke"": ""u"" (21). ""Nchekwa ndi uwe ojii"": ""c"" (3). We now have: (1) ""Naijiria"" < (3) ""Nchekwa ndi uwe ojii"" < (20) ""Ntuliaka obodo Naijirianke 2019"" < (21) ""Ndorondoro ochichi Naijirianke"". Hence, we have ""Arsenal"" < [""Naijiria"" < ""Nchekwa ndi uwe ojii"" < ""Ntuliaka obodo Naijirianke 2019"" < ""Ndorondoro ochichi Naijirianke""] < ""Otu egwu boolu Naijiriana"" < ""South Africa"". The answer is Arsenal Naijiria Nchekwa ndi uwe ojii Ntuliaka obodo Naijirianke 2019 Ndorondoro ochichi Naijirianke Otu egwu boolu Naijiriana South Africa."""
Sort the following words alphabetically: List: Abia Naijiria Ahụike,"The first letter: ""Abia"": ""A"" (1). ""Naijiria"": ""N"" (14). ""Ahụike"": ""A"" (1). We now have: (1) [""Abia"" ? ""Ahụike""] < (14) ""Naijiria"". Now let's sort this subpart [""Abia"" ? ""Ahụike""] by looking at their second letters.The second letter: ""Abia"": ""b"" (2). ""Ahụike"": ""h"" (8). We now have: (2) ""Abia"" < (8) ""Ahụike"". Hence, we have ""Abia"" < ""Ahụike"" < ""Naijiria"". The answer is Abia Ahụike Naijiria."
"""Sort the following words alphabetically: List: \""پانس پ۴۹ٹھ بروسہ ن۵ آسن وول\""""","""The first letter: ""\""پانس\"""": ""پ"" (16). ""\""پ۴۹ٹھ\"""": ""پ"" (16). ""\""بروسہ\"""": ""ب"" (2). ""\""ن۵\"""": ""ن"" (14). ""\""آسن\"""": ""آ"" (1). ""\""وول\"""": ""و"" (23). We now have: (1) ""\""آسن\"""" < (2) ""\""بروسہ\"""" < (14) ""\""ن۵\"""" < (16) [""\""پانس\"""" ? ""\""پ۴۹ٹھ\""""] < (23) ""\""وول\"""". Now let's sort this subpart [""\""پانس\"""" ? ""\""پ۴۹ٹھ\""""] by looking at their second letters.The second letter: ""\""پانس\"""": ""ا"" (1). ""\""پ۴۹ٹھ\"""": ""۴"" (4). We now have: (1) ""\""پانس\"""" < (4) ""\""پ۴۹ٹھ\"""". Hence, we have ""\""آسن\"""" < ""\""بروسہ\"""" < ""\""ن۵\"""" < [""\""پانس\"""" < ""\""پ۴۹ٹھ\""""] < ""\""وول\"""". The answer is \""آسن\"" \""بروسہ\"" \""ن۵\"" \""پانس\"" \""پ۴۹ٹھ\"" \""وول\""."""
"""Sort the following words lexicographically: List: Naijiria Amerika United Kingdom""","""The first letter: ""Naijiria"": ""N"" (14). ""Amerika"": ""A"" (1). ""United Kingdom"": ""U"" (21). We now have: (1) ""Amerika"" < (14) ""Naijiria"" < (21) ""United Kingdom"". Hence, we have ""Amerika"" < ""Naijiria"" < ""United Kingdom"". The answer is Amerika Naijiria United Kingdom."""
Sort the following words alphabetically: List: Naijiria Ndor??nd??r?? ??ch??ch?? Donald Trump Ntr?? ??m??akw??kw?? Na??jir??a,"The first letter: ""Naijiria"": ""N"" (14). ""Nd??r??nd??r?? ??ch??ch??"": ""N"" (14). ""Donald Trump"": ""D"" (4). ""Ntr?? ??m??akw??kw?? Na??jir??a"": ""N"" (14). We now have: (4) ""Donald Trump"" < (14) [""Naijiria"" ? ""Nd??r??nd??r?? ??ch??ch??"" ? ""Ntr?? ??m??akw??kw?? Na??jir??a""]. Now let's sort this subpart [""Naijiria"" ? ""Nd??r??nd??r?? ??ch??ch??"" ? ""Ntr?? ??m??akw??kw?? Na??jir??a""] by looking at their second letters.The second letter: ""Naijiria"": ""a"" (1). ""Nd??r??nd??r?? ??ch??ch??"": ""d"" (4). ""Ntr?? ??m??akw??kw?? Na??jir??a"": ""t"" (20). We now have: (1) ""Naijiria"" < (4) ""Nd??r??nd??r?? ??ch??ch??"" < (20) ""Ntr?? ??m??akw??kw?? Na??jir??a"". Hence, we have ""Donald Trump"" < ""Naijiria"" < ""Nd??r??nd??r?? ??ch??ch??"" < ""Ntr?? ??m??akw??kw?? Na??jir??a"". The answer is Donald Trump Naijiria Nd??r??nd??r?? ??ch??ch?? Ntr?? ??m??akw??kw?? Na??jir??a."
"Sort the following words alphabetically: List: ""\u06af\u0627\u0633\u06c1\u0655 \u06a9\u06be\u06cc\u065b\u0627\u0646\u0627\u0648\u064f\u0646 \u060c\u06af\u0627\u0633\u06c1\u0655 \u06a9\u06be\u06cc\u065b\u0627\u0648\u0646\u0627\u0648\u064f\u0646 ""","The first letter: ""\u06af\u0627\u0633\u06c1\u0655 \u06a9\u06be\u06cc\u065b\u0627\u0646\u0627\u0648\u064f\u0646 \u060c\u06af\u0627\u0633\u06c1\u0655 \u06a9\u06be\u06cc\u065b\u0627\u0648\u0646\u0627\u0648\u064f\u0646 "": ""\u06af"" (7). We now have: (7) ""\u06af\u0627\u0633\u06c1\u0655 \u06a9\u06be\u06cc\u065b\u0627\u0646\u0627\u0648\u064f\u0646 \u060c\u06af\u0627\u0633\u06c1\u0655 \u06a9\u06be\u06cc\u065b\u0627\u0648\u0646\u0627\u0648\u064f\u0646 "". Hence, the answer is ""\u06af\u0627\u0633\u06c1\u0655 \u06a9\u06be\u06cc\u065b\u0627\u0646\u0627\u0648\u064f\u0646 \u060c\u06af\u0627\u0633\u06c1\u0655 \u06a9\u06be\u06cc\u065b\u0627\u0648\u0646\u0627\u0648\u064f\u0646 ""."
Sort the following words alphabetically: List: Qoyma sani dislasim.,"The first letter: ""Qoyma"": ""Q"" (17). ""sani"": ""s"" (19). ""dislasim"": ""d"" (4). We now have: (4) ""dislasim"" < (17) ""Qoyma"" < (19) ""sani"". Now let's sort this subpart [""dislasim"" ? ""Qoyma"" ? ""sani""] by looking at their second letters.The second letter: ""Qoyma"": ""o"" (15). ""sani"": ""a"" (1). ""dislasim"": ""i"" (9). We now have: (1) ""sani"" < (9) ""dislasim"" < (15) ""Qoyma"". Hence, we have ""sani"" < ""dislasim"" < ""Qoyma"". The answer is sani dislasim Qoyma."
"Sort the following words alphabetically: List: ""अंगवाची शब्द"" ""oven"" ""costume"" ""counterpart""","The first letter: ""अंगवाची शब्द"": ""अ"" (1). ""oven"": ""o"" (15). ""costume"": ""c"" (3). ""counterpart"": ""c"" (3). We now have: (1) ""अंगवाची शब्द"" < (3) [""costume"" ? ""counterpart""] < (15) ""oven"". Now let's sort this subpart [""costume"" ? ""counterpart""] by looking at their second letters. The second letter: ""costume"": ""o"" (15). ""counterpart"": ""o"" (15). We now have: (15) [""costume"" ? ""counterpart""]. Now let's sort this subpart [""costume"" ? ""counterpart""] by looking at their third letters. The third letter: ""costume"": ""s"" (19). ""counterpart"": ""u"" (21). We now have: (19) ""costume"" < (21) ""counterpart"". Hence, we have [""अंगवाची शब्द"" < ""costume"" < ""counterpart""] < ""oven"". The answer is ""अंगवाची शब्द"" costume counterpart oven."
"""Sort the following words lexicographically: List: Залежны стан выкарыстоўваецца ў паўночных дыя..., паўночны, выкарыстоўваецца, Залежны, дыя""","""The first letter: ""Залежны"": ""З"" (8). ""выкарыстоўваецца"": ""в"" (3). ""паўночны"": ""п"" (16). ""дыя"": ""д"" (4). We now have: (3) ""выкарыстоўваецца"" < (4) ""дыя"" < (8) ""Залежны"" < (16) ""паўночны"". The answer is выкарыстоўваецца дыя Залежны паўночны."""
"""Sort the following words alphabetically: List: sevir alman aksentini S'nin""","""The first letter: ""sevir"": ""s"" (19). ""alman"": ""a"" (1). ""aksentini"": ""a"" (1). ""S'nin"": ""s"" (19). We now have: (1) [""alman"" ? ""aksentini""] < (19) [""sevir"" ? ""S'nin""]. Now let's sort this subpart [""alman"" ? ""aksentini""] by looking at their second letters.The second letter: ""alman"": ""l"" (12). ""aksentini"": ""k"" (11). We now have: (11) ""aksentini"" < (12) ""alman"". Hence, we have [""aksentini"" < ""alman""] < [""sevir"" ? ""S'nin""]. Now let's sort this subpart [""sevir"" ? ""S'nin""] by looking at their third letters.The third letter: ""sevir"": ""v"" (22). ""S'nin"": ""n"" (14). We now have: (14) ""S'nin"" < (22) ""sevir"". Therefore, the answer is aksentini alman S'nin sevir."""
"""Sort the following words alphabetically: List: Naijiria Ndịrịndị ọchịchị Naịjịrịba Anambra Steeti Ikpe""","""The first letter: ""Anambra"": ""A"" (1). ""Ikpe"": ""I"" (9). ""Naijiria"": ""N"" (14). ""Ndịrịndị"": ""N"" (14). ""ọchịchị"": ""ọ"" (15). ""Naịjịrịba"": ""N"" (14). ""Steeti"": ""S"" (19). We now have: (1) ""Anambra"" < (9) ""Ikpe"" < (14) [""Naijiria"" ? ""Ndịrịndị"" ? ""Naịjịrịba""] < (15) ""ọchịchị"" < (19) ""Steeti"". Now let's sort this subpart [""Naijiria"" ? ""Ndịrịndị"" ? ""Naịjịrịba""] by looking at their second letters.The second letter: ""Naijiria"": ""a"" (1). ""Ndịrịndị"": ""d"" (4). ""Naịjịrịba"": ""a"" (1). We now have: (1) [""Anambra"" ? ""Naịjịrịba""] < (4) ""Ndịrịndị"" < (9) ""Ikpe"" < (15) ""ọchịchị"" < (19) ""Steeti"". Now let's sort this subpart [""Anambra"" ? ""Naịjịrịba""] by looking at their third letters.The third letter: ""Anambra"": ""m"" (13). ""Naịjịrịba"": ""j"" (10). We now have: (1) ""Anambra"" < (10) ""Naịjịrịba"" < (4) ""Ndịrịndị"" < (9) ""Ikpe"" < (15) ""ọchịchị"" < (19) ""Steeti"". Hence, we have ""Anambra"" < ""Naịjịrịba"" < ""Ndịrịndị"" < ""Ikpe"" < ""ọchịchị"" < ""Steeti"". The answer is Anambra Ikpe Naịjịrịba Ndịrịndị ọchịchị Steeti."""
"Sort the following words alphabetically: List: ""\u0917\u094b\u0938\u094b\u0916\u093e\u0902\u0925\u093f"" ""\u0915\u093e\u0928\u0941\u0928"" ""\u0939\u093f\u0902\u0926\u0940"" ""\u0938\u0902\u0938\u094d\u0915\u0943\u0924""","The first letter: ""\u0917\u094b\u0938\u094b\u0916\u093e\u0902\u0925\u093f"": ""\u0917"" (7). ""\u0915\u093e\u0928\u0941\u0928"": ""\u0915"" (11). ""\u0939\u093f\u0902\u0926\u0940"": ""\u0939"" (8). ""\u0938\u0902\u0938\u094d\u0915\u0943\u0924"": ""\u0938"" (19). We now have: (7) ""\u0917\u094b\u0938\u094b\u0916\u093e\u0902\u0925\u093f"" < (8) ""\u0939\u093f\u0902\u0926\u0940"" < (11) ""\u0915\u093e\u0928\u0941\u0928"" < (19) ""\u0938\u0902\u0938\u094d\u0915\u0943\u0924"". The answer is ""\u0917\u094b\u0938\u094b\u0916\u093e\u0902\u0925\u093f"" ""\u0915\u093e\u0928\u0941\u0928"" ""\u0939\u093f\u0902\u0926\u0940"" ""\u0938\u0902\u0938\u094d\u0915\u0943\u0924""."
"Sort the following words alphabetically: List: ""\u067e\u0631\u065b\u062a\u0650\u0648\u0650\u0646\u062f\u06be\u06d2\u060c_\u067e\u0631\u065b\u062a\u0650\u0648\u0650\u0646\u062f\u06be\u06cc\u06c1""","The first letter: ""\u067e\u0631\u065b\u062a\u0650\u0648\u0650\u0646\u062f\u06be\u06d2\u060c_\u067e\u0631\u065b\u062a\u0650\u0648\u0650\u0646\u062f\u06be\u06cc\u06c1"": ""\u067e"" (16). We now have: (16) ""\u067e\u0631\u065b\u062a\u0650\u0648\u0650\u0646\u062f\u06be\u06d2\u060c_\u067e\u0631\u065b\u062a\u0650\u0648\u0650\u0646\u062f\u06be\u06cc\u06c1"". Hence, the answer is ""\u067e\u0631\u065b\u062a\u0650\u0648\u0650\u0646\u062f\u06be\u06d2\u060c_\u067e\u0631\u065b\u062a\u0650\u0648\u0650\u0646\u062f\u06be\u06cc\u06c1""."
"""Sort the following words alphabetically: List: Chelsea Naijiria Egwuruegwu Ndịrịndịrị ọchịchị Naịjịrịa Ụmụaka""","""The first letter: ""Chelsea"": ""C"" (3). ""Naijiria"": ""N"" (14). ""Egwuruegwu"": ""E"" (5). ""Ndịrịndịrị"": ""N"" (14). ""ọchịchị"": ""ọ"" (15). ""Naịjịrịa"": ""N"" (14). ""Ụmụaka"": ""Ụ"" (21). We now have: (3) ""Chelsea"" < (5) ""Egwuruegwu"" < (14) [""Naijiria"" ? ""Ndịrịndịrị"" ? ""Naịjịrịa""] < (15) ""ọchịchị"" < (21) ""Ụmụaka"". Now let's sort this subpart [""Naijiria"" ? ""Ndịrịndịrị"" ? ""Naịjịrịa""] by looking at their second letters.The second letter: ""Naijiria"": ""a"" (1). ""Ndịrịndịrị"": ""ị"" (9). ""Naịjịrịa"": ""ị"" (9). We now have: (1) ""Naijiria"" < (9) [""Ndịrịndịrị"" ? ""Naịjịrịa""]. Now let's sort this subpart [""Ndịrịndịrị"" ? ""Naịjịrịa""] by looking at their third letters.The third letter: ""Ndịrịndịrị"": ""r"" (18). ""Naịjịrịa"": ""j"" (10). We now have: (10) ""Naịjịrịa"" < (18) ""Ndịrịndịrị"". Hence, we have ""Chelsea"" < ""Egwuruegwu"" < ""Naijiria"" < ""Naịjịrịa"" < ""Ndịrịndịrị"" < ""ọchịchị"" < ""Ụmụaka"". The answer is Chelsea Egwuruegwu Naijiria Naịjịrịa Ndịrịndịrị ọchịchị Ụmụaka."""
