input,output
ファイル'text.txt'から1行ずつ読み込み、各行の単語数を表示する,"with open('text.txt', 'r') as f: for line in f: print(len(line.split()))"
半径`r`と中心角`a`を受け取り、扇形の面積を計算する,"import math
def sector_area(r, a):
    if a >= 360:
        return None
    return (math.pi * r**2) * (a / 360)"
文字列`sentence`から重複する単語を削除して表示する,"from collections import OrderedDict
def remove_duplicates(sentence):
  return ' '.join(OrderedDict.fromkeys(sentence.split()).keys())"
長さ`a`と`b`、高さ`h`の台形の面積を計算する,"def area_trapezium(a, b, h):
    return 0.5 * (a + b) * h"
テキストファイル'data.txt'を開き、各行を小文字に変換し、行を連結して文字列として表示する,"with open('data.txt', 'r') as f: print(''.join(line.lower() for line in f))"
リストから偶数の要素を抽出する,"def extract_even(lst):
    return [x for x in lst if x % 2 == 0]"
リスト`test_tup`から、ネストされたタプルを除去する関数を作成する,"def remove_nested(test_tup):
  res = tuple()
  for count, ele in enumerate(test_tup):
    if not isinstance(ele, tuple):
      res = res + (ele, )
  return res"
リストに格納された数値をラジアンに変換する,"import math
radians = [x * (math.pi/180) for x in numbers]"
"座標`(x, y)`を受け取り、その周囲8つの座標を返す関数を作成する","def get_coordinates(x, y):
        return [[x-1, y-1], [x-1, y], [x-1, y+1], [x, y-1], [x, y], [x, y+1], [x+1, y-1], [x+1, y], [x+1, y+1]]"
文字列`test_str`内の数字をすべて末尾に移動させる,"def move_num(test_str):
  res = ''
  dig = ''
  for ele in test_str:
    if ele.isdigit():
      dig += ele
    else:
      res += ele
  res += dig
  return res"
IM 6.5.5-8以降のバージョンのRMagickライブラリの `interline_spacing` メソッドのドキュメンテーションを表示する,"print(""IM 6.5.5-8 and later"")"
数値を受け取り、それを対応するローマ数字に変換する関数を作成する,"def soln(num):
    values = [1000, 900, 500, 400, 100, 90, 50, 40, 10, 9, 5, 4, 1]
    numerals = ['M', 'CM', 'D', 'CD', 'C', 'XC', 'L', 'XL', 'X', 'IX', 'V', 'IV', 'I']
    result = ''
    for i, v in enumerate(values):
        count = int(num / v)
        result += (numerals[i] * count)
        num -= v * count
    return result"
リストの各要素の排他的論理和の合計を求める,"def soln(arr):
        total = 0
        for i in range(len(arr)):
            for j in range(i+1, len(arr)):
                total += arr[i] ^ arr[j]
        return total"
2つの日付文字列'2021-04-30'と'2022-05-01'の間の日数を計算する,"from datetime import datetime
start = datetime.strptime('2021-04-30', '%Y-%m-%d')
end = datetime.strptime('2022-05-01', '%Y-%m-%d')
print((end - start).days)"
配列 `arr` の要素の逆転数を数える関数を書いてください,"def get_inv_count(arr, n):
    inv_count = 0
    for i in range(n):
        for j in range(i + 1, n):
            if (arr[i] > arr[j]):
                inv_count += 1
    return inv_count"
長方形の辺の長さ`a`と`b`を変数に格納し、その長方形の面積を計算する,a * b
配列`arr`内の全ての数値の組み合わせのXORの和を計算する関数を作成する,"def pair_XOR_Sum(arr):
    ans = 0
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            ans += arr[i] ^ arr[j]
    return ans"
与えられた変数`v`の指定された部分データを表示する,print(v[sectionSpec])
与えられたリスト`numbers`の要素の積が偶数かどうかを判定する,"def is_product_even(numbers):
    product = 1
    for num in numbers:
        product *= num
    return product % 2 == 0"
リストに含まれる単語の出現回数をカウントする,"from collections import Counter
word_counts = Counter(word_list)"
リストの中の数値を小さい順にソートするPythonのコードを書いてください,"import heapq as hq
def heap_sort(iterable):
    h = []
    for value in iterable:
        hq.heappush(h, value)
    return [hq.heappop(h) for i in range(len(h))]"
リストの中の重複しない要素の合計を計算する関数を書いてください,"def find_sum(arr):
    seen = set()
    total = 0
    for x in arr:
        if x not in seen:
            seen.add(x)
            total += x
    return total"
2つのタプル`test_tup1`と`test_tup2`を連結してネストされたタプルを作る,"def concatenate_nested(test_tup1, test_tup2):
  return test_tup1 + test_tup2"
リスト`arr`内の同じ要素のペアの数を数える,"def count_Pairs(arr, n):
    cnt = 0
    for i in range(n):
        for j in range(i + 1, n):
            if arr[i] == arr[j]:
                cnt += 1
    return cnt"
整数のリスト`S`と整数`n`が与えられたとき、n円を作るのに必要な硬貨の組み合わせの数を求める関数を作成する,"def coin_change(S, n):
    dp = [0] * (n+1)
    dp[0] = 1
    for s in S:
        for i in range(s, n+1):
            dp[i] += dp[i-s]
    return dp[n]"
文字列`text`から、長さ`k`の単語を削除して表示する,"def remove_length(text, k):
  words = text.split()
  result = [w for w in words if len(w) != k]
  return ' '.join(result)"
関数`_t_gen_mov_env_TN`の引数`offset`が`sizeof(CPUCRISState)`より大きい場合の処理を記述する,"if offset > sizeof(CPUCRISState):
    print(f'wrong store to env at off={offset}')"
リストを文字列に変換し、改行を含めずに表示する,"print(' '.join(map(str, li)))"
リストの要素をランダムに並び替える,"import random
random.shuffle(my_list)"
リストの前半部分を逆順にする,"def reverse_front(lst, k): return lst[:k][::-1] + lst[k:]"
四角形の対角線の長さが`a`の場合、ひし形の周囲長を求める,"def rhombus_perimeter(a):
  return 4 * a"
曲線`path`を直線セグメントに変換し、セグメントの情報を保持する,"flatten(path, Flattener(), float64)"
リスト内のタプルペアの差の絶対値の最小値を見つける,"def min_difference(test_list):
  return min(abs(b - a) for a, b in test_list)"
リスト`test_list`内のタプルを、リスト`ord_list`の順番に並び替える,"def re_arrange_tuples(test_list, ord_list):
  temp = dict(test_list)
  res = [(key, temp[key]) for key in ord_list]
  return res"
回転回数を数えるPythonの関数を書いてください。https://www.geeksforgeeks.org/count-of-rotations-required-to-generate-a-sorted-array/,"def count_rotation(arr):
    for i in range(1, len(arr)):
        if arr[i] < arr[i-1]:
            return i
    return 0"
与えられた範囲内の数字で、各桁の数字で割り切れる数字を見つける関数を書いてください。,"def divisible_by_digits(startnum, endnum):
    return [n for n in range(startnum, endnum+1) 
                if not any(map(lambda x: int(x) == 0 or n%int(x) != 0, str(n)))]"
リストの各要素を繰り返し、その回数を表示する,"from collections import Counter
def repeat_elements(lst):
  c = Counter(lst)
  return list(c.elements())"
辞書`test_dict`の値から重複のない値のリストを作成する,list(sorted({ele for val in test_dict.values() for ele in val}))
タプルのリストからユニークな行のみを抽出する関数を作成してください,"def remove_similar_row(test_list):
  res = set(sorted([tuple(sorted(set(sub))) for sub in test_list]))
  return list(res)"
リスト`li`内のネストされたリストから、最小値が13以上かつ最大値が17以下のリストを抽出する,result = [i for i in li if min(i) >= 13 and max(i) <= 17]
ソート済みの配列`arr1`と`arr2`があり、`arr2`には`arr1`にない要素が1つ追加されています。その追加された要素のインデックスを返す関数を書いてください。,"def find_Extra(arr1, arr2, n):
    for i in range(n):
        if arr1[i] != arr2[i]:
            return i
    return n"
括弧内にタブや空白が使えることを示す例を生成する,"print('(   )'), print('(    )'), print('(     )')"
リストの中の奇数長のサブリストの和を計算する,"def odd_length_sum(arr):
    return sum(arr[i:i+j+1] for i in range(len(arr)) for j in range(i,len(arr)) if (j-i+1)%2==1)"
単語の長さが偶数かどうかを判定する関数を書く,"def is_even_length(word):
    return len(word) % 2 == 0"
文字列`word`に含まれるアルファベットの数を数える,len(word)
文字列`text`から数字と英字以外の文字を全て削除する,"import re
def remove_non_alphanumeric(text):
  return re.sub(r'[^a-zA-Z0-9]', '', text)"
リストのリスト`li`の最初と最後の要素を別々にマージする関数を書いてください,"def merge(li):
    return [list(x) for x in zip(*li)]"
リストの要素の中で最大値を見つける,max(my_list)
リスト`arr`の中から2つの数の和が`sum`になるペアの数を数える関数を作成する,"def get_pairs_count(arr, sum):
    count = 0
    for i in range(len(arr)):
        for j in range(i + 1, len(arr)):
            if arr[i] + arr[j] == sum:
                count += 1
    return count"
リストの要素の合計を計算する,sum(lst)
リストの各要素の合計を求める,sum(lst)
ファイル'data.txt'の内容を読み込み、各行の単語数を表示する,"with open('data.txt', 'r') as f: for line in f: print(len(line.split()))"
配列`arr1`が配列`arr2`のサブセットかどうかを判定する関数を書いてください,"def is_subset(arr1, m, arr2, n):
    hashset = set()
    for i in range(m):
        hashset.add(arr1[i])
    for i in range(n):
        if arr2[i] not in hashset:
            return False
    return True"
Solargraph.Source.tree_atメソッドの引数に与える線数と列数を取得し、そのメソッドを呼び出す,"line = 99
column = 105
tree = Solargraph.Source.tree_at(line, column)"
リスト内の数値の4乗の合計を計算する,"def sum_of_fourth_power(nums):
    return sum(x**4 for x in nums)"
リストの各要素を小文字のスネークケースに変換する,"[x.lower().replace('-', '_') for x in li]"
ネストされたリストから、リストの要素の長さが3以上のものだけを抽出して表示する,[x for x in nested_list if len(x) >= 3]
指定された行列の範囲から、A1表記のセル範囲を取得する,"def convert_name_area(row_num_1, col_num_1, row_num_2, col_num_2):
    col_char_1 = chr(col_num_1 + ord('A') - 1)
    col_char_2 = chr(col_num_2 + ord('A') - 1)
    range1 = f'{col_char_1}{row_num_1}'
    range2 = f'{col_char_2}{row_num_2}'
    return f'[{range1}, {range2}]'"
Ruby関数'position_letters_in_word'の内容を表示する,"print(""def position_letters_in_word(word, line_width)\n      # Strip tags before measuring word.\n      word.gsub(ENTITIES_AND_TAGS_PATTERN, '').each_char do |c|\n        char_width = font.text_width(c)\n        line_width += char_width\n        @caret_pos..."")"
データベースのテーブル'products'から'price'列の最大値を取得する,Product.objects.aggregate(Max('price'))
2つのタプル`test_tup1`と`test_tup2`を受け取り、それぞれの要素の剰余を計算してタプルで返す関数を書いてください,"def tuple_modulo(test_tup1, test_tup2):
    return tuple(a % b for a, b in zip(test_tup1, test_tup2))"
半円に内接する最大の三角形の面積を求める関数を作成する,"def triangle_area(r):
        if r < 0:
            return -1
        return r * r * 3.14159 / 2"
リスト`EXPORT`の要素を走査し、そのシンボルを使ってメソッドを呼び出してSegmentオブジェクトを得る。得られたSegmentオブジェクトをキーと値のペアでハッシュに格納する。,"def segments
  EXPORT.map do |sym|
    seg = __send__(sym)
    [sym, seg] if seg.is_a?(Segment)
  end.compact.to_h
end"
リストに含まれる要素が全て同一かどうかを確認する,def is_all_same(lst):return len(set(lst)) == 1
文字列`word`に母音が5つ以上含まれていれば'accepted'を返し、そうでなければ'not accepted'を返す関数を作成する,"def check(word):
  if len(set(word) & set('AEIOUaeiou')) >= 5:
    return 'accepted'
  else:
    return 'not accepted'"
nCr mod pの値を計算する関数を書いてください,"def nCr_mod_p(n, r, p):
	if (r > n - r):
		r = n - r
	C = [0 for i in range(r + 1)]
	C[0] = 1
	for i in range(1, n + 1):
		for j in range(min(i, r), 0, -1):
			C[j] = (C[j] + C[j-1]) % p
	return C[r]"
クラス`SpatialArgsParser`の`writeSpatialArgs`メソッドを使い、オブジェクトの文字列表現を得る,return SpatialArgsParser.writeSpatialArgs(self)
三角形の各行の数値を持つリスト`A`から、最小の経路合計値を求める,"def min_sum_path(A):
        memo = [None] * len(A)
        n = len(A) - 1
        for i in range(len(A[n])):
            memo[i] = A[n][i]
        for i in range(len(A) - 2, -1, -1):
            for j in range(len(A[i])):
                memo[j] = A[i][j] + min(memo[j], memo[j+1])"
文字列`text`を含むJSONファイル'data.json'を読み込み、その中身を辞書型の変数`data`に格納する,"with open('data.json', 'r') as f: data = json.load(f)"
半径`r`と角度`a`を受け取り、扇形の面積を計算する関数を作成してください。ただし、角度が360度を超える場合はNoneを返してください。,"import math
def sector_area(r, a):
    if a > 360:
        return None
    return (math.pi * r**2) * (a / 360)"
文字列`s`の中に重複する文字がないかチェックする,len(set(s)) == len(s)
ファイル'data.txt'から文字列'a'で始まり'b'で終わる行を抽出する,"import re
with open('data.txt', 'r') as f:
    for line in f:
        if re.match(r'^a.*b$', line):
            print(line.strip())"
文字列`text`の長さを返す関数を作成する,"def get_string_length(text):
    return len(text)"
リスト`func_code_tokens`内の単語数を数える,len(func_code_tokens.split())
リストの先頭と末尾の要素を入れ替える,"def swap_elements(lst):
    lst[0], lst[-1] = lst[-1], lst[0]
    return lst"
リスト`numbers`の先頭と末尾の要素を入れ替える,"numbers[0], numbers[-1] = numbers[-1], numbers[0]"
配列`arr`の中で奇数回数出現する数字を見つける,"from collections import Counter
def get_odd_occurrence(arr):
  count = Counter(arr)
  for num, freq in count.items():
    if freq % 2 != 0:
      return num
  return -1"
リストの中から偶数を抽出し、その合計値を求める,"sum(filter(lambda x: x % 2 == 0, lst))"
"RGB色空間の色`r, g, b`をHSV色空間に変換する関数を作成する","def rgb_to_hsv(r, g, b):
    r, g, b = r/255.0, g/255.0, b/255.0
    mx = max(r, g, b)
    mn = min(r, g, b)
    df = mx-mn
    if mx == mn:
        h = 0
    elif mx == r:
        h = (60 * ((g-b)/df) + 360) % 360
    elif mx == g:
        h = (60 * ((b-r)/df) + 120) % 360
    elif mx == b:
        h = (60 * ((r-g)/df) + 240) % 360
    if mx == 0:
        s = 0
    else:
        s = (df/mx)*100
    v = mx*100
    return h, s, v"
整数のリスト`arr`を受け取り、その積が偶数かどうかを判定する関数を作成する,"def is_Product_Even(arr):
        product = 1
        for num in arr:
            product *= num
        return product % 2 == 0"
与えられたタプルレコードの先頭と最後のデータにアクセスする関数を作成する,"def get_first_and_last(tup):
  return (tup[0], tup[-1])"
文字列`text`の中に含まれる単語の出現頻度をカウントする,Counter(text.split())
リスト`test_tup`内の各要素の頻度を求める関数を書いてください。,"from collections import defaultdict
def freq_element(test_tup):
  res = defaultdict(int)
  for ele in test_tup:
    res[ele] += 1
  return dict(res)"
文字列`text`内の文字`char`の出現回数を返す関数を作成する,"def count_char(text, char):
    return text.count(char)"
リスト`nums`の偶数インデックスの要素が全て偶数かどうかを判定する,"def is_even_at_even_index(nums):
    return all(nums[i] % 2 == 0 for i in range(0, len(nums), 2))"
文字列'split'を含む文章を表示する,"print(sentence1, sentence2)"
指定されたローカル変数インデックスの出力フレームに格納されている抽象型を置き換える,"def setLocal(localIndex, abstractType):
    if outputLocals is None:
        outputLocals = []
    outputLocals[localIndex] = abstractType"
リストの中の正の数と負の数を分離して、ラムダ関数を使って並び替える,"def rearrange_numbs(array_nums):
    result = sorted(array_nums, key=lambda x: (0, x) if x < 0 else (1, x))
    return result"
ビット数が32ビットの整数`n`を`d`ビット左にローテーションする,"def left_Rotate(n, d):
    return (n << d) | (n >> (32 - d))"
タプル`tup`から指定したインデックスの要素を取得する関数を作成する,"def get_item(tup, index):
    return tup[index]"
Rubyのライブラリ'looksee'の'editor.rb'ファイルにある'command_for'関数の引数に与えられたファイル名とラインを使って、そのファイルのコマンドを返す,"def command_for(file, line):
    line = line.to_s
    words = Shellwords.shellwords(command)
    words.map! do |word|
        word.gsub!(/%f/, file)
        word.gsub!(/%l/, line)
        word.gsub!(/%%/, '%')
        word
    end
    words"
リストの要素の最大値と最小値の差を求める,max(li) - min(li)
配列`arr`の中から2つの数字の和が`sum`になるペアの数を数える,"def get_Pairs_Count(arr, n, sum):
    count = 0
    for i in range(n):
        for j in range(i+1, n):
            if arr[i] + arr[j] == sum:
                count += 1
    return count"
2つの文字列 `str1` と `str2` を受け取り、`str1` を `str2` に変換するのに必要な最小のスワップ数を返す,"def min_Swaps(str1, str2):
    count = 0
    for i in range(len(str1)):
        if str1[i] != str2[i]:
            count += 1
    return count // 2 if count % 2 == 0 else 'Not Possible'"
リストの奇数番目の要素が奇数であるかどうかを確認する関数を書いてください,"def check_odd_elements(nums):
    return all(nums[i] % 2 == i % 2 for i in range(len(nums)))"
リスト`nums`の偶数番目の要素が偶数、奇数番目の要素が奇数であるかをチェックする,"def check_odd_even(nums):
    return all(nums[i]%2 == i%2 for i in range(len(nums)))"
リストの中の文字列が特定の数字で始まるかを確認する,"def check_starts_with(string_list, start_with):
    return [s for s in string_list if s.startswith(start_with)]"
指定された長さ`colwidth`の水平線を生成し、列の配置を表す記号を付ける,"def _line_segment_with_colons(linefmt, align, colwidth):
    line = linefmt.hline(w=colwidth)
    if align in ['right', 'decimal']:
        return ':' + line + ':'"
"整数 n, a, b, c を受け取り、n を a, b, c の長さの最大の分割数に分割する関数を作成する","def maximum_segments(n, a, b, c):
    dp = [0] * (n + 1)
    for i in range(1, n + 1):
        dp[i] = max(dp[i - a] + 1 if i >= a else 0, 
                   dp[i - b] + 1 if i >= b else 0,
                   dp[i - c] + 1 if i >= c else 0)
    return dp[n]"
ビット列`n`において、範囲`l`から`r`の間のビットがすべて1であるかどうかを確認するPython関数を書く,"def all_Bits_Set_In_The_Given_Range(n, l, r):
    num = ((1 << r) - 1) ^ ((1 << (l - 1)) - 1)
    new_num = n & num
    return num == new_num"
ファイル'data.csv'の1列目と2列目の値を変数`col1`と`col2`に代入する,"with open('data.csv', 'r') as f: col1, col2 = [line.split(',') for line in f][0]"
バイナリ配列`arr`を最小の隣接スワップ回数で昇順にソートするPython関数を書く,"def find_Min_Swaps(arr, n):
    noOfZeroes = [0] * n
    count = 0
    noOfZeroes[n - 1] = 1 - arr[n - 1]
    for i in range(n-2, -1, -1):
        noOfZeroes[i] = noOfZeroes[i + 1]
        if (arr[i] == 0):
            noOfZeroes[i] += 1
    count = 0
    for i in range(n):
        if (noOfZeroes[i] > i):
            count += noOfZeroes[i] - i
    return count"
リストの中から重複する要素を削除する,list(set(li))
二つの辞書`dict1`と`dict2`を一つの辞書にマージする,"import collections as ct
def merge_dictionaries(dict1, dict2):
    merged_dict = dict(ct.ChainMap({}, dict1, dict2))
    return merged_dict"
タプル`tuplex`内の各要素の出現回数を数える,collections.Counter(tuplex)
与えられたタプルのタプルの数値の平均を求める関数を作成する,"def average_tuple(nums):
    return [sum(x) / len(x) for x in zip(*nums)]"
日本語で書かれた質問をpythonで1行のコードで回答する,"print(translation.get('ja', 'No translation available'))"
正n角形の周長を計算するPythonコードを書いてください。正n角形の辺の長さを変数`l`、辺の数を変数`n`とします。,"import math
def perimeter_polygon(n, l):
  return n * l"
入力文字列`str`をバッファ`buf`に追加する,buf.append(str)
テキストオブジェクト'text'をutf-8で文字列として得る,text.decode('utf-8')
URLから年、月、日を抜き出すPythonの関数を書いてください,"import re
def extract_date(url):
    return re.findall(r'/(\d{4})/(\d{1,2})/(\d{1,2})/', url)"
リストの中のタプルの値をクリアする,"def clear_tuple(test_tup):
  temp = list(test_tup)
  temp.clear()
  return tuple(temp)"
各説明行の先頭のスペースを削除する,"def trimDesc(desc):
    lines = desc.split('\n')
    for i, line in enumerate(lines):
        lines[i] = line.lstrip()"
リスト`numbers`の要素が全て同一の値であるかどうかを判定する,"def check_unique_element(numbers):
    return len(set(numbers)) == 1"
数値`base`と`power`を引数に取り、baseをpowerまで累乗した結果の各桁の和を計算する関数を書いてください。,"def power_base_sum(base, power):
    return sum(int(d) for d in str(base**power))"
整数`base`と`power`を受け取り、`base`の`power`乗の各桁の和を返す関数を作成する,"def power_base_sum(base, power):
    return sum(int(d) for d in str(base**power))"
スタックIDが`stack_id`、スタック属性が`stack_attributes`のハッシュの場合、スタックの属性を保存する,"def save_expanded_stack(stack_id, stack_attributes):
    current_stacks = json.loads(cached_stacks)
    with stacks_lock:
        logging.info(f""Saving expanded stack attributes in cache ({stack_id})"")
        current_stacks[stack_id] = stack_attributes
        cached_stacks = json.dumps(current_stacks)"
与えられた配列の中から、任意の2つの要素間の差の最小値を見つける,"def find_min_diff(arr):
    arr = sorted(arr)
    min_diff = float('inf')
    for i in range(len(arr)-1):
        min_diff = min(min_diff, arr[i+1] - arr[i])
    return min_diff"
文字列`a_letter`に1バイトの領域を確保し、'd'で初期化する,a_letter = 'd'
リスト`test_list`にタプル`test_tup`を追加する関数を作成する,"def add_tuple(test_list, test_tup):
  return test_list + list(test_tup)"
整数の範囲`startnum`から`endnum`までの中から、各桁の数字で割り切れる数を見つける,"def divisible_by_digits(startnum, endnum):
    return [n for n in range(startnum, endnum+1) if not any(map(lambda x: int(x) == 0 or n%int(x) != 0, str(n)))]"
リストの要素から、隣接する要素のペアを作成する,"def pair_wise(l1):
    pairs = []
    for i in range(len(l1) - 1):
        pairs.append((l1[i], l1[i+1]))
    return pairs"
リストの中から重複している要素を見つけ、要素と出現回数のディクショナリを作る,"from collections import Counter
Counter(my_list)"
リストの中から数値のみを抽出し、合計値を表示する,"sum([i for i in li if isinstance(i, int)])"
指定されたタプルのリストから、全要素の累積和を計算する,"def cumulative_sum(tuples):
    return sum(sum(t) for t in tuples)"
リストのネストされた要素の合計を計算する,"def sum_nested_list(lst):
  return sum(sum(x) for x in lst)"
文字列`string`の先頭の空白文字数を取得する,"def indent(string): i = 0

for b in string:
    if b != ' ':
        break
    i += 1

return i"
リストのエントリーを最小値と最大値で並び替える,"min(li), max(li)"
自然数 n の5乗の和を計算するPythonの関数を作成する,"def fifth_Power_Sum(n):
        return sum(i**5 for i in range(1, n+1))"
関数`print_syscall_ret()`の引数`num`と`ret`を使って、システムコールの名称とリターンコードを表示する,"for i in range(nsyscalls):
    if scnames[i].nr == num:
        if scnames[i].result:
            scnames[i].result(scnames[i], ret)"
文字列`test`と整数`num`を受け取り、`test`を`num`回繰り返した文字列を返す関数を作る,"def repeat_string(test, num):
  return test * num"
テキストファイルから読み取った行を処理する前に準備する,"def _prepare_lines(self, lines):
    result = []
    for line in lines:
        line = line.strip()"
"Rack.Responseオブジェクトの`write`メソッドの機能を説明し、そのメソッドを使って文字列`'Hello, World!'`をレスポンスボディに書き込む","response.write('Hello, World!')"
データベースのクエリ結果を`pandas.DataFrame`で表示する,pd.DataFrame(query_result)
リストの要素数が10以下の場合に、そのリストの要素を昇順で表示する,if len(li) <= 10: print(sorted(li))
リスト`line_segments`とリスト`points`を受け取り、それらをヒートマップ配列として描画する,"draw_heatmap_array(line_segments, points, image_shape)"
辞書`test_dict`内のキーをタプルの積の順に並べ替える関数を書いてください,"def sort_dict_item(test_dict):
  res = {key: test_dict[key] for key in sorted(test_dict.keys(), key = lambda ele: ele[1] * ele[0])}
  return res"
2つのリスト`arr1`と`arr2`が等しいかどうかを確認する関数を書いてください,"def are_equal(arr1, arr2):
    return sorted(arr1) == sorted(arr2)"
リスト`nums`から連続する重複要素を削除するPythonのコードを書いてください。,"from itertools import groupby
def consecutive_duplicates(nums):
    return [key for key, group in groupby(nums)]"
リストに含まれる連続した重複要素を削除する関数を書いてください,"from itertools import groupby
def remove_consecutive_duplicates(nums):
    return [key for key, group in groupby(nums)]"
