input,output
"Question: What country did Charles V rule as king? Context: Charles V (Spanish: Carlos; German: Karl; Italian: Carlo; Latin: Carolus; Dutch: Karel; French: Charles, 24 February 1500 - 21 September 1558) was ruler of both the Spanish Empire as Charles I from 1516 and the Holy Roman Empire as Charles V from 1519 until his abdication in 1556.",Spain
"Question: Who captured the city of Fidenae in 435 BC? Context: In the 1st century AD and the first half of the 4th century AD, the city of Fidenae was captured by the Romans. Fidenae was an ancient Etruscan city located north of Rome, on the west bank of the Tiber River. It was an important ally of Rome's enemy, the Veii, and was eventually conquered by the Romans.",Romans
"Question: What is the capital city of the birthplace of the Malinois breed? Context: The Malinois is a breed of dog, sometimes known as the Belgian Shepherd. It originated in the Malines region of Belgium. Brussels is the capital city of Belgium, where the Malinois breed originated.",Brussels
"Question: What is the name of the city mentioned in the context passage? Context: Rabta is a town in northern Tunisia. It is located approximately 40 kilometers northwest of the capital Tunis. The town has a population of around 40,000 people. Rabta is known for its traditional pottery and ceramics industry, which has been a major part of the local economy for centuries.",Rabta
"Question: Which geographic region was the location of the Western Roman Empire and contained the city of Lyon? Context: The Western Roman Empire was the western part of the Roman Empire, which was divided into western and eastern halves in 395 AD. The Western Roman Empire included the Italian Peninsula, Gaul (modern-day France), Britain, and other territories. One of the major cities within the Western Roman Empire was Lyon, located in what is now France.",Western Europe
"Question: What century was the city of Feodosia founded? Context: The city of Feodosia was founded by Greek colonists in the 6th century BC. It was an important port and trade center in the ancient world, located on the Black Sea coast of the Crimean peninsula. The city has a long and storied history, having been controlled by various empires and civilizations over the centuries, including the Greeks, Romans, Byzantines, Genoese, and Ottomans.",6th century BC
"Question: What are the two main districts that London is divided into? Context: London is divided into two main districts: the City of London and the much larger Greater London. The City of London is the historic and financial center of London, dating back to the Roman era. It is a relatively small area with a resident population of under 10,000, but a large commuter population. The rest of London, known as Greater London, is a much larger and more populous area that surrounds the City of London.",The City of London and the Greater London
"Question: What was the population of Parkersburg, West Virginia according to the 2010 census? Context: Parkersburg is a city in and the county seat of Wood County, West Virginia, United States. Located at the confluence of the Ohio and Little Kanawha rivers, it is the state's third-largest city and the largest city in the Parkersburg-Marietta-Vienna metropolitan area. The population was 31,492 at the 2010 census.","31,492"
"Question: What musical instrument was commonly heard during the celebrations for Nelson Mandela's 95th birthday in Pretoria, South Africa? Context: 1 PRETORIA, South Africa - The singing washed like waves over the crowd gathered Thursday, Mandela Day, to celebrate Nelson Mandela's 95th birthday outside the Pretoria hospital where he is being treated. 2 Wave after musical wave rang out, as choi...",vuvuzelas
"Question: What province of Serbia was fighting separatists during the time when it was part of Yugoslavia? Context: Serbia, a former part of Yugoslavia, was dealing with separatist movements in one of its provinces during that time period.",Kosovo
"Question: What countries were previously ruled by the President of Czechoslovakia? Context: Czechoslovakia was a country that existed from 1918 to 1992, created from parts of the former Austro-Hungarian Empire. It was governed by a President, who was the head of state. After the dissolution of Czechoslovakia in 1993, its territory split into two successor states: the Czech Republic and Slovakia.",The Czech Republic and Slovakia
"Question: What is the biggest city in Illinois? Context: The Lieutenant Governor of Illinois is a constitutional officer in the government of Illinois. The Lieutenant Governor of Illinois is second in the line of succession to the Governor of Illinois. The largest city in Illinois is Chicago, which is the third-largest city in the United States with a population of over 2.7 million people. Chicago is located in northeastern Illinois along the shores of Lake Michigan.",Chicago
"Question: What was the main reason that the city of Cologne was able to recover quickly from the Prussian occupation? Context: The inhabitants of Cologne, who had experienced much greater hardship under the Prussians, were able to recover more quickly. This was due to the beginning of the industrial era.",the beginning of the industrial era
"Question: What Baltic country has Vilnius as its capital city? Context: Lithuania, officially the Republic of Lithuania, is a country in the Baltic region of Europe. Its capital and largest city is Vilnius. Lithuania is one of the three Baltic states, along with Estonia and Latvia. The Baltic states are located along the eastern coast of the Baltic Sea.",Lithuania
"Question: What countries share a border with Ukraine? Context: Ukraine is a country in Eastern Europe. It is bordered by Russia to the east and northeast, Belarus to the northwest, Poland, Slovakia and Hungary to the west, Romania and Moldova to the southwest. Ukraine's capital and largest city is Kyiv. The country has a population of around 44 million people. Ukraine is home to the Verkhovna Rada, which is the country's parliament and legislative branch of government.","Russia, Belarus, Poland, Slovakia, Hungary, Romania, Moldova"
"Question: What was the capital of ancient Israel? Context: Jerusalem, with a population over 146,493, was the capital of ancient Israel. Jerusalem is known by various names, including Alquds, Al Quds, יּרוּשָלַיִם, El-Quds, Jerusalem, Palestine, Al Kuds, ירושלים, Jerusalem, Israel, El Kuds, Al-Quds, Jersalem, El-Kuds, ירושלם, El Quds, and others. It is a city with a long and significant history, serving as the capital of ancient Israelite kingdoms.",Jerusalem
"Question: How many of the nine regions of England are surrounded by the waters of the Atlantic Ocean? Context: The nine regions of England are administrative divisions used for statistical and other purposes. These regions are: North East, North West, Yorkshire and the Humber, East Midlands, West Midlands, East of England, London, South East, and South West. The South West region, which includes Cornwall, Devon, and other counties, is the only one of the nine regions that is surrounded by the waters of the Atlantic Ocean.",One
"Question: What is the capital city of Seychelles? Context: The Seychelles is an archipelago of 115 islands in the Indian Ocean, off East Africa. The capital city is Victoria, located on the main island of Mahé. The Seychelles is known for its beautiful beaches, lush tropical forests, and diverse wildlife, including giant tortoises and rare birds. The country is a popular tourist destination and is famous for its natural beauty and relaxed island lifestyle.",Victoria
Question: When did Spain colonize Alta California? Context: Spain colonized and exerted control of Alta California through the Spanish missions in California until the Mexican secularization act of 1833.,1671
"Question: What country is the Basque Government located in? Context: The Basque Government is the executive branch of the Basque Autonomous Community, an autonomous community in northern Spain. The Basque Country, or Euskadi, is an autonomous community in northern Spain that is granted historical rights as a nationality within the Kingdom of Spain. It is bordered by the Cantabrian Sea to the north, France and Navarre to the east, La Rioja to the south, and Cantabria to the west.",Spain
"Question: What period did Babylon reach its greatest prosperity? Context: Babylon reached its greatest prosperity during the Neobabylonian period. The Neobabylonian Empire, also known as the Chaldean Empire, was a Semitic-speaking Mesopotamian state in the 7th–6th centuries BC. It emerged as a major power after the fall of the Neo-Assyrian Empire in 612 BC, and it continued growing in power until it was conquered by the Persian king Cyrus the Great in 539 BC.",Neobabylonian period
Question: Where is Bihac located? Context: Bosnian government and rival Serb forces fought heavy infantry battles near Bihac in the northwest Friday.,Bihac is located in the northwest of Bosnia.
"Question: Which area was the first to use Pan-Slavism as a political tool? Context: Pan-Slavism, a movement which came into prominence in the mid-19th century, emphasized the common heritage and unity of all the Slavic peoples. The main focus was in the Balkans where the South Slavs had been ruled for centuries by other empires: the Ottoman Empire and the Austro-Hungarian Empire.",The Balkans
"Question: What type of settlements are mentioned in the context along with the term 'poselok'? Context: Simultaneously with the concept of urban-type settlements, the terms 'working settlement', 'resort settlement' and 'dacha settlement' are used.","working settlement, resort settlement, and dacha settlement"
"Question: What country does the largest continental element of the Baltics belong to? Context: The Baltics, or Baltic states, is a geopolitical term used to group the three sovereign states in Northern Europe on the eastern coast of the Baltic Sea: Estonia, Latvia, and Lithuania. The Baltics have a combined area of 175,016 square kilometers (67,661 square miles) and a combined population of almost 6 million. The largest continental element of the Baltics belongs to which country?",Estonia
"Question: When did the majority of the Swedish-speaking population in Estonia leave? Context: In Estonia, there are small remnants of Swedish-speaking communities, which were previously more numerous, especially on the islands of western Estonia. A large part of the Swedish-speaking population left Estonia at the end of the Second World War, when Estonia was occupied by the Soviet Union.","at the end of the Second World War, when Estonia was occupied by the Soviet Union"
"Question: What was the material that Carrara was broken by? Context: The city of Carrara has been known since ancient times for its valuable marble deposits, which have been quarried since the time of the Roman Empire. The marble from Carrara has been used in many famous sculptures and architectural works throughout history.",Venice
"Question: What country is next to the country that contains Moscow? Context: Moscow is the capital and largest city of Russia. Russia is a transcontinental country spanning Eastern Europe and Northern Asia. It shares borders with 14 sovereign states, including Ukraine, Belarus, Estonia, Latvia, Lithuania, Poland, Finland, Norway, Kazakhstan, China, Mongolia, North Korea, Georgia, and Azerbaijan.",Ukraine
"Question: In what year did Garibaldi II die? Context: The Duchy of Warsaw was an independent Polish state established by Napoleon I in 1810. It was created from the Polish lands ceded by the Kingdom of Prussia after the defeat of Prussia in the War of the Fourth Coalition. The duchy was held in personal union by the Kings of Saxony. After the Napoleonic Wars, the duchy was dissolved and most of its territory was Congress Poland, a new state in personal union with the Russian Empire.",around 630
"Question: What city are the NFL's Washington Redskins football team from? Context: The Washington Redskins are a professional American football team based in the Washington metropolitan area. They compete in the National Football League (NFL) as a member club of the league's National Football Conference (NFC) East division. The Redskins have won five NFL championships. The team's victory in Super Bowl XXII remains the only time a team has won the Super Bowl while being led by a minority starting quarterback, Doug Williams. The Redskins' home stadium is FedExField in Landover, Maryland.","Washington, D.C."
"Question: Where does the Columbia River start? Context: The Columbia River is a major river in western North America, born in the Rocky Mountains of British Columbia, Canada. It flows northwest and then south into the U.S. state of Washington, then turns west to form most of the border between Washington and the U.S. state of Oregon before emptying into the Pacific Ocean. The river is 1,243 miles (2,000 km) long, and its drainage basin is 258,000 square miles (670,000 square km) in size.",Columbia Lake
"Question: Which Slavic people are considered the ancestors of the Latvians? Context: In the 4th-3rd centuries BC, differences emerged between the Baltic peoples. One of the ancestors of the Latvian people were the Latgalians.",Latgalians
"Question: What were the major achievements of the Illyrians during the Hellenistic period? Context: The Hellenistic period was a time of great cultural and political change in the ancient world, spanning from the death of Alexander the Great in 323 BCE to the annexation of Greece by the Roman Republic in 146 BCE. During this time, the Illyrians were a group of Indo-European tribes that inhabited the western Balkans, controlling territory that stretched from modern-day Albania to Croatia. The Illyrians were known for their military prowess, seafaring abilities, and the development of a unique Illyrian culture and language. They frequently engaged in conflicts with their Greek and Roman neighbors, and at times were able to establish their own independent kingdoms within the shifting political landscape of the Hellenistic world.","The Illyrians were known for their military achievements, seafaring abilities, and the development of a distinct Illyrian culture and language during the Hellenistic period. They frequently engaged in conflicts with their Greek and Roman neighbors, and at times were able to establish their own independent kingdoms."
"Question: What is the largest catchment area of a river in South India? Context: The Godavari is India's second longest river after the Ganga. Its source is in Triambakeshwar, Maharashtra. It flows east for 1,465 kilometres (910 mi) draining the states of Maharashtra (48.6%), Telangana (18.8%), Andhra Pradesh (4.5%), Chhattisgarh (10.9%), Odisha (5.7%), and Karnataka (11.5%). In terms of length, catchment area and discharge, the Godavari river is the largest in peninsular India, and had been dubbed as the Dakshina Ganga -- Ganges of the South.",The Godavari river
"Question: Who discovered the river and bay whose shores were later colonized by the Dutch? Context: С именем Голландской Ост-Индской компании связан важный этап в истории освоения Северной Америки. Британский капитан Генри Гудзон, работавший на Голландскую Ост-Индскую компанию, в 1609 году открыл реку и залив, берега которых позднее были колонизированы голландцами.",Henry Hudson
"Question: What is the state flower of the US state that has a capital named Phoenix? Context: The Saguaro is the state flower of Arizona, which has Phoenix as its capital city. The Saguaro is a large, tree-like cactus species native to the Sonoran Desert of North America. It is an iconic symbol of the American Southwest and is protected as the national flower of Arizona.",Saguaro
"Question: In what year did Guan-cun become emperor? Context: The city was founded more than 3,000 years ago. In antiquity, the city was an important center of power, culture and economy. Guan-cun became the capital of several successive Chinese dynasties, including the Han, Tang, Song, Ming, and Qing dynasties.",1189
"Question: Where do the North Platte and South Platte Rivers meet to form the Platte River? Context: The Platte River is formed in western Nebraska east of the city of North Platte, Nebraska by the confluence of the North Platte and the South Platte Rivers, which both arise from snowmelt in the eastern Rockies east of the Continental Divide.","in western Nebraska east of the city of North Platte, Nebraska"
"Question: Through which states does the Connecticut River flow? Context: The Connecticut River is a major river on the East Coast of the United States. It flows roughly 406.8 miles (655.0 km) from its source at the border of Québec, Canada, to its mouth, where it empties into Long Island Sound. The Connecticut River flows through the states of New Hampshire, Vermont, Massachusetts, and Connecticut.","Connecticut, New Hampshire, Vermont, Massachusetts"
Question: In which region is the Visurgis (Vistula) river located? Context: The Latin form Visurgis used by Tacitus allows us to reveal the meaning of the name of the river. The Visurgis (Vistula) river is located in the Novgorod region.,Novgorod region
"Question: What region was the Vozhegodsky district formed from? Context: The Vozhegodsky district was formed during the regionalization. The Vozhegodsky district is located in the Vologda Oblast, Russia.",Northern
Question: What strategy of city development was implemented during the time of Chumakov? Context: The city experienced particularly rapid development during the time of Chumakov. The strategy of greening the city was a key part of the city's development plan during this period.,Greening
"Question: How many languages are spoken in the country that has the national anthem Swiss Psalm? Context: Switzerland is a country in Europe that has the national anthem Swiss Psalm. Switzerland is a multilingual country, with four national languages: German, French, Italian, and Romansh.",4
"Question: According to L. P. Sabaneev, in which lakes did the perch inhabit? Context: The maximum size of the perch in each lake, according to the opinion of L. P. Sabaneev.","Onega, Chudsk, Gdeiskom"
"Question: Where does the Hudson River start? Context: The Hudson River is a 315-mile (507 km) river that flows from the Adirondack Mountains of upstate New York, south between the cities of Albany and Troy, then south through the Hudson Valley and New York City before emptying into the Atlantic Ocean. The Hudson River's source is Lake Tear of the Clouds in the Adirondack Mountains.",Lake Tear of the Clouds
"Question: What is the main attraction of the Sheffield Botanical Gardens? Context: The Sheffield Botanical Gardens were opened in 1836 and are located in Sheffield, England. The gardens cover an area of 19 acres and contain a variety of plant species from around the world. The gardens are known for their historic glass pavilions, which were built in the 1830s and 1840s to house exotic plants.",The Goodwin Fountain
"Question: When was the commander-in-chief assassinated in Mantua? Context: The passage discusses the construction of new fortifications in Austria, but does not mention anything about an assassination in Mantua. Without more relevant information about an assassination in Mantua, I do not have enough context to generate a meaningful question and answer.","I'm sorry, but the provided context does not contain any information about an assassination in Mantua. I do not have enough relevant information to generate a question and answer for this dataset."
"Question: What regions of France had the largest participation in the population growth from 1627 to 1663? Context: From 1627 to 1663, the population grew from 100 to 2500 residents. Over 35 years, the population increased significantly.",The western regions of France had the largest participation in the population growth from 1627 to 1663.
"Question: What countries, besides Italy, participated in the national team competition described in the context? Context: The national team of Italy was also a constant participant in the competition described in the context. The context mentions that teams from Austria, Hungary, Czechoslovakia, and Switzerland participated in the competition along with Italy.","Austria, Hungary, Czechoslovakia, and Switzerland"
"Question: What did the northern Eurasia region represent at the beginning of the Cenozoic era? Context: At the beginning of the Cenozoic era, northern Eurasia represented an enormous landmass of dry land. This region, which was not yet divided by major mountain ranges or large bodies of water, was a vast expanse of grasslands, forests, and other natural environments that supported a diverse array of plant and animal life.",An enormous landmass of dry land
"Question: What U.S. state do the Appalachian Mountains run through and has a capital named Boston? Context: The Appalachian Mountains are a major mountain range in the eastern United States that run from northern Alabama to the Canadian Maritime Provinces. The Appalachians are among the oldest mountains on Earth, born of ancient upheavals. The U.S. state that has a capital named Boston is Massachusetts, also known as the Bay State or Commonwealth of Massachusetts. Massachusetts is located in the Northeastern United States and is one of the original Thirteen Colonies.",Massachusetts
"Question: What contradicted the existing Roman law in the Middle Ages? Context: After the reception of Roman law in the Middle Ages, certain aspects of it came into conflict with the existing legal practices. The Roman law emphasized the absolute power of the ruler, while the medieval legal system was based on the concept of shared power between the ruler and the nobility. This contradiction between the two legal traditions led to the development of new legal frameworks that sought to balance the interests of the ruler and the nobility.",The contradiction between the absolute power of the ruler emphasized in Roman law and the concept of shared power between the ruler and the nobility in the medieval legal system.
"Question: What was established for Switzerland at the Congress of Vienna in 1815? Context: Switzerland has a long tradition of political neutrality. The country's neutrality was formally established at the Congress of Vienna in 1815, when Switzerland's perpetual neutrality was guaranteed. Since then, Switzerland has remained neutral in all major conflicts.",Perpetual neutrality of Switzerland
"Question: What is the capital city of the country where the film ""The Last Leprechaun"" takes place? Context: The film ""The Last Leprechaun"" is set in South Africa. South Africa has three capital cities: Cape Town, Pretoria, and Bloemfontein. Cape Town is the legislative capital, Pretoria is the administrative capital, and Bloemfontein is the judicial capital of the country.","Cape Town, Pretoria, Bloemfontein"
"Question: What was the title of Ciara's album mentioned in the context? Context: Ciara is an American singer, songwriter, record producer, and actress. She has released eight studio albums, with her self-titled debut album 'Ciara' being released in 2004. The album was a commercial success, selling over 4 million copies worldwide. Some of the hit singles from the album include 'Goodies', '1, 2 Step', and 'Oh'.",Ciara
"Question: What is the capital city of France? Context: Paris is the capital and most populous city of France. It is located on the Seine River, in the north of the country, and has an estimated population of 2.2 million within the city limits and a population of 12 million in its metropolitan area, making it the largest city in Western Europe. Paris is a major global center for art, fashion, gastronomy, and culture, and is one of the most popular tourist destinations in the world.",Paris
"Question: Where does the Fraser River originate? Context: The Fraser River is the longest river within British Columbia, Canada, rising at Fraser Pass near Blackrock Mountain in the Rocky Mountains and flowing for 1,375 kilometres (854 mi), into the Strait of Georgia at the city of Vancouver.","The Fraser River originates in the Rocky Mountains in British Columbia, Canada."
"Question: Which country includes the city of Villach and was once ruled by the Habsburg family? Context: The Habsburg family was a prominent European royal house that controlled the Holy Roman Empire, the Austrian Empire, and the Austro-Hungarian Empire at various points in history. The city of Villach is located in Austria, a country that was once part of the Habsburg domains. The Habsburg family ruled over the Austrian Empire, which included the territory that is now modern-day Austria.",Austria
"Question: What was the first port that was developed after independence in Gujarat? Context: Kandla, also known as the Kandla Port Trust (Gujarati: કંડલા), is a seaport in Kutch District of Gujarat state in western India, near the city of Gandhidham. Located on the Gulf of Kutch, it is one of major ports on the Arabian Sea coast of India. Kandla was the first port that was developed after India's independence in 1947.",Kandla
Question: What is the tenth largest lake in the world? Context: У провинции есть морская береговая линия по Гуд. Это озеро является десятым по величине озером в мире.,Виннипег
Question: What were the first skyscrapers in Moscow called? Context: The Soviet Union in 1937 began the construction of skyscrapers in Moscow. These early skyscrapers were known as the 'Vysotki' or 'high-rises' and were designed to showcase the power and technological prowess of the Soviet state.,Vysotki
"Question: What was the approximate year of the changes that occurred in the country during the 18th century, as described in the context? Context: ""Changes that occurred in the country in the 18th century, reflected in..."" The context passage is in Russian and discusses changes that occurred in Russia in the 18th century.",18th century
Question: What is the capital of the country that appointed Adly Mansour to a governmental position? Context: Adly Mansour was appointed to a governmental position in Egypt. Egypt's capital city is Cairo.,Cairo
"Question: What is the historical status of the city of Trua? Context: The rich historical past of Trua, starting from the 11th century, when it was a thriving city of art and history. The city has been the center of many important historical events and has been awarded the status of a city of art and history.",City of art and history
"Question: In which Bashkir city is there a Voronezh Street? Context: Voronezh Street is a street located in Moscow and Saint Petersburg, Russia. However, the question asks about a Bashkir city that has a Voronezh Street.",Ufa
"Question: In which direction is the Triassic period continuing today? Context: The Triassic period lasted from about 252 to 201 million years ago. It was the first period of the Mesozoic Era, and it laid the foundations for the later Jurassic and Cretaceous periods. The Triassic was a time of great change on Earth, with the supercontinent Pangaea beginning to break apart and the first dinosaurs emerging.",Europe
"Question: What empire did Maria Theresa rule? Context: Maria Theresa was the Archduchess of Austria, Queen of Hungary and Bohemia, and Holy Roman Empress from 1740 to 1780. She was one of the most powerful monarchs of the 18th century and ruled over the Habsburg Dominions, which at the time included the Archduchy of Austria, the Kingdom of Hungary, the Kingdom of Bohemia, the Duchy of Milan, the Duchy of Mantua, the Austrian Netherlands, and other territories. The Habsburg Monarchy, also known as the Habsburg Empire or Austrian Monarchy, was a central European dynastic monarchy and great power that existed from 1526 to 1867, when it became the Austro-Hungarian Empire.",The Habsburg Monarchy or Austrian Monarchy
"Question: What was the capital city of the Avars? Context: The Avar Khaganate was a medieval Turkic-speaking nomadic empire that existed in Central and Eastern Europe, from the 6th to the 9th century. The Avars were a highly organized and militarized people who established a powerful khaganate that dominated the Carpathian Basin and maintained supremacy over large parts of Central and Eastern Europe for almost 250 years. Their capital city was a large fortified encampment, which was described as a gigantic fortified camp.",The capital city of the Avars was a gigantic fortified camp.
"Question: What years have the team that won the 2013 AFC Championship Game won the Super Bowl? Context: The 2013 AFC Championship Game was an American football game played on January 20, 2013, at Gillette Stadium in Foxborough, Massachusetts to determine the American Football Conference (AFC) champion for the 2012 NFL season. The Baltimore Ravens defeated the New England Patriots 28–13 to advance to Super Bowl XLVII, where they defeated the San Francisco 49ers 34–31 to win their second Super Bowl championship.",2013
"Question: What languages are spoken in Costa Rica? Context: Limonese Creole is a creole language spoken in the Limón province of Costa Rica. It is a blend of English, Spanish, and various indigenous languages. Costa Rica is a country located in Central America, with a diverse population and culture. The main language spoken in Costa Rica is Spanish, but other languages such as Bribri, Patois, and Mekatelyu are also spoken by certain communities.","Spanish, Bribri, Patois, Mekatelyu"
"Question: Which island did the Goths come from to settle in the Baltics? Context: Pribaltica was not in great migration, was not... The Baltics received Goths from the island of Skandza.",Skandza
"Question: What was most commonly understood to be a 'nation' in the USSR? Context: In the USSR, any ethnic group within the state was commonly referred to as a 'nation', regardless of its actual political status or level of autonomy. The Soviet Union was a multinational state composed of numerous national groups, and the concept of 'nation' was a complex and contested topic in the USSR.",Any ethnic group within the state
"Question: Which regions later expanded the original natural habitat of the species described in the passage? Context: The natural habitat is described as Europe, North Africa, and the Near East. The passage mentions that later, other regions such as North and South America, Australia, and South Africa also became part of the species' habitat.","North and South America, Australia, and South Africa"
"Question: What countries share a border with Russia? Context: Russia is a country that has the national anthem 'National Anthem of Russia'. The countries that share a border with Russia include Belarus, Estonia, Finland, Kazakhstan, Latvia, Lithuania, Mongolia, Norway, North Korea, Poland, Ukraine, China, Georgia, and Azerbaijan.","Belarus, Estonia, Finland, Kazakhstan, Latvia, Lithuania, Mongolia, Norway, North Korea, Poland, Ukraine, China, Georgia, Azerbaijan"
"Question: What is the name of the zoo located in San Diego, California? Context: San Diego, California is a city with a number of popular tourist attractions, including the San Diego Zoo, which is one of the largest and most famous zoos in the world. The San Diego Zoo is home to over 3,700 animals representing more than 650 species. It is located within Balboa Park, a 1,200-acre urban cultural park in San Diego. The zoo is known for its large and diverse animal collection as well as its many exhibits and attractions.",San Diego Zoo
"Question: What country contains the regions of Šumadija and Western Serbia, where the Serbian language is spoken? Context: The Serbian language is the standardized variety of the Serbo-Croatian language used by Serbs. It is the official and national language of Serbia, the main administrative language in Bosnia and Herzegovina, and one of the three official languages of Montenegro. The regions of Šumadija and Western Serbia are located within Serbia, where the Serbian language is the predominant language spoken.",Serbia
"Question: What is the capital city of the country that borders Spain? Context: Portugal is a country that borders Spain, and its capital city is Lisbon.",Lisbon
"Question: What is the capital city of Morocco? Context: Rabat is the capital of Morocco. Previously, Fez was the capital of Morocco. The vibrant city of Rabat is located on the Atlantic coast and is known for its historic medina and modern architecture.",Rabat
"Question: In which part of the province was quartz mined? Context: The geographic region of the modern province of Muş is located in the eastern part of Turkey. The province is known for its natural resources, including quartz deposits.",North
"Question: What is a province similar to in English-speaking countries? Context: In many countries, a province is a subnational administrative division, similar to a state or county in some English-speaking countries. Provinces are often the largest subnational division of a country.",a state or county
"Question: What form of government does Russia have today? Context: Russia is a country that contains the administrative division of Krasnodar Krai. Russia has a semi-presidential system, a constitutional republic, and a federal republic as its current forms of government.","Semi-presidential system, Constitutional republic, Federal republic"
"Question: What is the name of the airport located near the 7th arrondissement in Paris? Context: The 7th arrondissement is a district in central Paris, located on the Left Bank of the Seine. It is known for its many landmarks, including the Eiffel Tower, the Hôtel des Invalides, and the Musée d'Orsay. The main airport serving Paris is Charles de Gaulle Airport, located about 23 kilometers northeast of the city center. However, there are several other airports in the Paris metropolitan area, including Paris-Orly Airport and Beauvais-Tillé Airport.",Paris-Orly Airport
Question: How many districts is the city of Cologne divided into? Context: The city of Cologne is divided into 9 city districts (German: Stadtbezirke).,9
"Question: What river runs through the city of Redding, California? Context: Redding, officially the City of Redding, is the county seat of Shasta County, California, in the northern part of the state. It lies along the Sacramento River, 162 miles (261 kilometers) north of Sacramento, and 120 miles (190 km) south of California's northern border, shared with the state of Oregon.",Sacramento River
"Question: What languages does Switzerland speak besides German? Context: Switzerland is a multilingual country where several languages are officially recognized at the federal and/or cantonal levels. The four national languages are German, French, Italian, and Romansh. German is the most widely spoken language, with around 63% of the Swiss population speaking it as their main language. French is the second most common language, spoken by about 22.9% of the population. Italian is the main language for 8.2% of the Swiss population, while Romansh is the mother tongue of only 0.5% of the country's inhabitants. In addition to these four national languages, other languages such as English, Portuguese, Albanian, Serbo-Croatian, and Spanish are also spoken in various parts of Switzerland.","German, French, Italian, Romansh"
"Question: What areas where the Turkish people originated have standing armies of fewer than 39,200 people? Context: The Turkish people are an ethnic group originating in Central Asia, Turkic peoples who speak the Turkish language and primarily live in Turkey and nearby regions. The Turkish military is one of the largest standing armies in the world, with an estimated 355,200 active personnel as of 2022. However, some of the areas where Turkish people originated, such as Kyrgyzstan, Kazakhstan, and other Central Asian countries, have much smaller military forces, with Kyrgyzstan's army estimated to be around 10,900 personnel and Kazakhstan's around 39,000.","Kyrgyzstan, Kazakhstan"
"Question: When did the Romans fortify the Iberian city of Laie? Context: In 133 BC, the Iberian city of Laie was conquered... The Romans made the city a fortified settlement around 15 years before the common era.",Around 15 years before the common era
